subject,language,movement,number,trial
it_23_P03,italian,outwards,1,27
it_23_P03,italian,inwards,6,28
it_23_P03,italian,outwards,19,29
it_23_P03,italian,inwards,17,30
it_23_P03,italian,outwards,27,31
it_23_P03,italian,inwards,30,32
it_23_P03,italian,outwards,2,33
it_23_P03,italian,inwards,4,34
it_23_P03,italian,outwards,11,35
it_23_P03,italian,inwards,10,36
it_23_P03,italian,outwards,9,37
it_23_P03,italian,inwards,7,38
it_23_P03,italian,outwards,17,39
it_23_P03,italian,inwards,24,40
it_23_P03,italian,outwards,7,41
it_23_P03,italian,inwards,30,42
it_23_P03,italian,outwards,1,43
it_23_P03,italian,inwards,3,44
it_23_P03,italian,outwards,5,45
it_23_P03,italian,inwards,9,46
it_23_P03,italian,outwards,16,47
it_23_P03,italian,inwards,21,48
it_23_P03,italian,outwards,29,49
it_23_P03,italian,inwards,30,50
it_23_P03,italian,outwards,4,51
it_23_P03,italian,inwards,7,52
it_23_P03,italian,outwards,9,53
it_23_P03,italian,inwards,5,54
it_23_P03,italian,outwards,8,55
it_23_P03,italian,inwards,7,56
it_23_P03,italian,outwards,11,57
it_23_P03,italian,inwards,13,58
it_23_P03,italian,outwards,15,59
it_23_P03,italian,inwards,17,60
it_23_P03,italian,outwards,27,61
it_23_P03,italian,inwards,4,62
it_23_P03,italian,outwards,3,63
it_23_P03,italian,inwards,10,64
it_23_P03,italian,inwards,15,66
it_23_P03,italian,outwards,13,67
it_23_P03,italian,inwards,12,68
it_23_P03,italian,outwards,27,69
it_23_P03,italian,inwards,29,70
it_23_P03,italian,outwards,13,71
it_23_P03,italian,inwards,15,72
it_23_P03,italian,outwards,4,73
it_23_P03,italian,inwards,15,74
it_23_P03,italian,outwards,19,75
it_23_P03,italian,inwards,27,76
it_23_P03,italian,outwards,24,77
it_23_P03,italian,inwards,28,78
it_23_P03,italian,outwards,4,79
it_23_P03,italian,inwards,8,80
it_23_P03,italian,outwards,3,81
it_23_P03,italian,inwards,13,82
it_23_P03,italian,outwards,14,83
it_23_P03,italian,inwards,26,84
it_23_P03,italian,outwards,29,85
it_23_P03,italian,inwards,4,86
it_23_P04,italian,outwards,8,1
it_23_P04,italian,inwards,10,2
it_23_P04,italian,outwards,6,3
it_23_P04,italian,inwards,12,4
it_23_P04,italian,outwards,21,5
it_23_P04,italian,inwards,30,6
it_23_P04,italian,outwards,2,7
it_23_P04,italian,inwards,1,8
it_23_P04,italian,outwards,4,9
it_23_P04,italian,inwards,10,10
it_23_P04,italian,outwards,15,11
it_23_P04,italian,inwards,18,12
it_23_P04,italian,outwards,23,13
it_23_P04,italian,inwards,2,14
it_23_P04,italian,outwards,1,15
it_23_P04,italian,inwards,7,16
it_23_P04,italian,outwards,10,17
it_23_P04,italian,inwards,13,18
it_23_P04,italian,outwards,17,19
it_23_P04,italian,inwards,20,20
it_23_P04,italian,outwards,23,21
it_23_P04,italian,inwards,28,22
it_23_P04,italian,outwards,29,23
it_23_P04,italian,inwards,5,24
it_23_P04,italian,outwards,1,25
it_23_P04,italian,inwards,4,26
it_23_P04,italian,outwards,8,27
it_23_P04,italian,inwards,12,28
it_23_P04,italian,outwards,15,29
it_23_P04,italian,inwards,16,30
it_23_P04,italian,outwards,22,31
it_23_P04,italian,inwards,29,32
it_23_P04,italian,outwards,4,33
it_23_P04,italian,inwards,3,34
it_23_P04,italian,outwards,1,35
it_23_P04,italian,inwards,8,36
it_23_P04,italian,outwards,12,37
it_23_P04,italian,inwards,18,38
it_23_P04,italian,outwards,24,39
it_23_P04,italian,inwards,25,40
it_23_P04,italian,outwards,22,41
it_23_P04,italian,inwards,20,42
it_23_P04,italian,outwards,17,43
it_23_P04,italian,inwards,9,44
it_23_P04,italian,outwards,5,45
it_23_P04,italian,inwards,1,46
it_23_P04,italian,outwards,7,47
it_23_P04,italian,inwards,19,48
it_23_P04,italian,outwards,30,49
it_23_P04,italian,inwards,22,50
it_23_P04,italian,outwards,28,51
it_23_P04,italian,inwards,3,52
it_23_P04,italian,outwards,5,53
it_23_P04,italian,inwards,8,54
it_23_P04,italian,outwards,11,55
it_23_P04,italian,inwards,15,56
it_23_P04,italian,outwards,21,57
it_23_P04,italian,inwards,23,58
it_23_P04,italian,outwards,27,59
it_23_P04,italian,inwards,22,60
it_23_P04,italian,outwards,30,61
it_23_P04,italian,inwards,1,62
it_23_P04,italian,outwards,4,63
it_23_P04,italian,inwards,7,64
it_23_P04,italian,outwards,8,65
it_23_P04,italian,inwards,2,66
it_23_P04,italian,outwards,4,67
it_23_P04,italian,inwards,12,68
it_23_P04,italian,outwards,17,69
it_23_P04,italian,inwards,21,70
it_23_P04,italian,outwards,20,71
it_23_P04,italian,inwards,25,72
it_23_P04,italian,outwards,28,73
it_23_P04,italian,inwards,30,74
it_23_P04,italian,outwards,19,75
it_23_P04,italian,inwards,12,76
it_23_P04,italian,outwards,13,77
it_23_P04,italian,inwards,14,78
it_23_P04,italian,outwards,5,79
it_23_P04,italian,inwards,2,80
it_23_P05,italian,outwards,5,1
it_23_P05,italian,inwards,12,2
it_23_P05,italian,outwards,17,3
it_23_P05,italian,inwards,22,4
it_23_P05,italian,outwards,30,5
it_23_P05,italian,inwards,17,6
it_23_P05,italian,outwards,6,7
it_23_P05,italian,inwards,2,8
it_23_P05,italian,outwards,5,9
it_23_P05,italian,inwards,6,10
it_23_P05,italian,outwards,12,11
it_23_P05,italian,inwards,21,12
it_23_P05,italian,outwards,24,13
it_23_P05,italian,inwards,17,14
it_23_P05,italian,outwards,15,15
it_23_P05,italian,inwards,2,16
it_23_P05,italian,outwards,9,17
it_23_P05,italian,inwards,10,18
it_23_P05,italian,outwards,29,19
it_23_P05,italian,inwards,24,20
it_23_P05,italian,outwards,8,21
it_23_P05,italian,inwards,15,22
it_23_P05,italian,outwards,6,23
it_23_P05,italian,inwards,1,24
it_23_P05,italian,outwards,8,25
it_23_P05,italian,inwards,12,26
it_23_P05,italian,outwards,26,27
it_23_P05,italian,inwards,23,28
it_23_P05,italian,outwards,20,29
it_23_P05,italian,inwards,17,30
it_23_P05,italian,outwards,30,31
it_23_P05,italian,inwards,2,32
it_23_P05,italian,outwards,4,33
it_23_P05,italian,inwards,6,34
it_23_P05,italian,outwards,9,35
it_23_P05,italian,inwards,15,36
it_23_P05,italian,outwards,11,37
it_23_P05,italian,inwards,6,38
it_23_P05,italian,outwards,18,39
it_23_P05,italian,inwards,20,40
it_23_P05,italian,outwards,24,41
it_23_P05,italian,inwards,25,42
it_23_P05,italian,outwards,10,43
it_23_P05,italian,inwards,3,44
it_23_P05,italian,outwards,12,45
it_23_P05,italian,inwards,15,46
it_23_P05,italian,outwards,10,47
it_23_P05,italian,inwards,18,48
it_23_P05,italian,outwards,14,49
it_23_P05,italian,inwards,6,50
it_23_P05,italian,outwards,16,51
it_23_P05,italian,inwards,19,52
it_23_P05,italian,outwards,23,53
it_23_P05,italian,inwards,7,54
it_23_P05,italian,outwards,2,55
it_23_P05,italian,inwards,12,56
it_23_P05,italian,outwards,1,57
it_23_P05,italian,inwards,1,58
it_23_P05,italian,outwards,9,59
it_23_P05,italian,inwards,26,60
it_23_P05,italian,outwards,29,61
it_23_P05,italian,inwards,19,62
it_23_P05,italian,outwards,17,63
it_23_P05,italian,inwards,10,64
it_23_P05,italian,outwards,4,65
it_23_P05,italian,inwards,7,66
it_23_P05,italian,outwards,15,67
it_23_P05,italian,inwards,23,68
it_23_P05,italian,outwards,25,69
it_23_P05,italian,inwards,27,70
it_23_P05,italian,outwards,22,71
it_23_P05,italian,inwards,12,72
it_23_P05,italian,outwards,17,73
it_23_P05,italian,inwards,15,74
it_23_P05,italian,outwards,10,75
it_23_P05,italian,inwards,19,76
it_23_P05,italian,outwards,22,77
it_23_P05,italian,inwards,20,78
it_23_P05,italian,outwards,28,79
it_23_P05,italian,inwards,30,80
it_23_P06,italian,outwards,15,1
it_23_P06,italian,inwards,10,2
it_23_P06,italian,outwards,20,3
it_23_P06,italian,inwards,30,4
it_23_P06,italian,outwards,3,5
it_23_P06,italian,inwards,4,6
it_23_P06,italian,outwards,8,7
it_23_P06,italian,inwards,9,8
it_23_P06,italian,outwards,11,9
it_23_P06,italian,inwards,16,10
it_23_P06,italian,outwards,18,11
it_23_P06,italian,inwards,12,12
it_23_P06,italian,outwards,1,13
it_23_P06,italian,inwards,9,14
it_23_P06,italian,outwards,10,15
it_23_P06,italian,inwards,23,16
it_23_P06,italian,outwards,25,17
it_23_P06,italian,inwards,28,18
it_23_P06,italian,outwards,12,19
it_23_P06,italian,inwards,3,20
it_23_P06,italian,outwards,5,21
it_23_P06,italian,inwards,6,22
it_23_P06,italian,outwards,27,23
it_23_P06,italian,inwards,29,24
it_23_P06,italian,outwards,30,25
it_23_P06,italian,inwards,23,26
it_23_P06,italian,outwards,22,27
it_23_P06,italian,inwards,1,28
it_23_P06,italian,outwards,6,29
it_23_P06,italian,inwards,4,30
it_23_P06,italian,outwards,28,31
it_23_P06,italian,inwards,22,32
it_23_P06,italian,outwards,19,33
it_23_P06,italian,inwards,17,34
it_23_P06,italian,outwards,16,35
it_23_P06,italian,inwards,15,36
it_23_P06,italian,outwards,1,37
it_23_P06,italian,inwards,6,38
it_23_P06,italian,outwards,7,39
it_23_P06,italian,inwards,8,40
it_23_P06,italian,outwards,29,41
it_23_P06,italian,inwards,28,42
it_23_P06,italian,outwards,21,43
it_23_P06,italian,inwards,26,44
it_23_P06,italian,outwards,27,45
it_23_P06,italian,inwards,5,46
it_23_P06,italian,outwards,8,47
it_23_P06,italian,inwards,3,48
it_23_P06,italian,outwards,9,49
it_23_P06,italian,inwards,11,50
it_23_P06,italian,outwards,13,51
it_23_P06,italian,inwards,17,52
it_23_P06,italian,outwards,18,53
it_23_P06,italian,inwards,1,54
it_23_P06,italian,outwards,6,55
it_23_P06,italian,inwards,3,56
it_23_P06,italian,outwards,2,57
it_23_P06,italian,inwards,26,58
it_23_P06,italian,outwards,28,59
it_23_P06,italian,inwards,22,60
it_23_P06,italian,outwards,20,61
it_23_P06,italian,inwards,30,62
it_23_P06,italian,outwards,19,63
it_23_P06,italian,inwards,17,64
it_23_P06,italian,outwards,15,65
it_23_P06,italian,inwards,8,66
it_23_P06,italian,outwards,6,67
it_23_P06,italian,inwards,4,68
it_23_P06,italian,outwards,3,69
it_23_P06,italian,inwards,1,70
it_23_P06,italian,outwards,5,71
it_23_P06,italian,inwards,8,72
it_23_P06,italian,outwards,9,73
it_23_P06,italian,inwards,13,74
it_23_P06,italian,outwards,14,75
it_23_P06,italian,inwards,15,76
it_23_P06,italian,outwards,18,77
it_23_P06,italian,inwards,17,78
it_23_P06,italian,outwards,9,79
it_23_P06,italian,inwards,18,80
it_23_P07,italian,outwards,20,1
it_23_P07,italian,inwards,22,2
it_23_P07,italian,outwards,13,3
it_23_P07,italian,inwards,14,4
it_23_P07,italian,outwards,1,5
it_23_P07,italian,inwards,21,6
it_23_P07,italian,outwards,7,7
it_23_P07,italian,inwards,30,8
it_23_P07,italian,outwards,29,9
it_23_P07,italian,inwards,3,10
it_23_P07,italian,outwards,6,11
it_23_P07,italian,inwards,3,12
it_23_P07,italian,outwards,8,13
it_23_P07,italian,inwards,23,14
it_23_P07,italian,outwards,21,15
it_23_P07,italian,inwards,18,16
it_23_P07,italian,outwards,22,17
it_23_P07,italian,inwards,24,18
it_23_P07,italian,outwards,17,19
it_23_P07,italian,inwards,18,20
it_23_P07,italian,outwards,4,21
it_23_P07,italian,inwards,21,22
it_23_P07,italian,outwards,7,23
it_23_P07,italian,inwards,19,24
it_23_P07,italian,outwards,23,25
it_23_P07,italian,inwards,28,26
it_23_P07,italian,outwards,26,27
it_23_P07,italian,inwards,14,28
it_23_P07,italian,outwards,15,29
it_23_P07,italian,inwards,18,30
it_23_P07,italian,outwards,20,31
it_23_P07,italian,inwards,30,32
it_23_P07,italian,outwards,1,33
it_23_P07,italian,inwards,4,34
it_23_P07,italian,outwards,7,35
it_23_P07,italian,inwards,10,36
it_23_P07,italian,outwards,5,37
it_23_P07,italian,inwards,7,38
it_23_P07,italian,outwards,8,39
it_23_P07,italian,inwards,20,40
it_23_P07,italian,outwards,22,41
it_23_P07,italian,inwards,24,42
it_23_P07,italian,outwards,26,43
it_23_P07,italian,inwards,30,44
it_23_P07,italian,outwards,3,45
it_23_P07,italian,inwards,5,46
it_23_P07,italian,outwards,8,47
it_23_P07,italian,inwards,17,48
it_23_P07,italian,outwards,9,49
it_23_P07,italian,inwards,10,50
it_23_P07,italian,outwards,27,51
it_23_P07,italian,inwards,29,52
it_23_P07,italian,outwards,30,53
it_23_P07,italian,inwards,1,54
it_23_P07,italian,outwards,4,55
it_23_P07,italian,inwards,6,56
it_23_P07,italian,outwards,8,57
it_23_P07,italian,inwards,10,58
it_23_P07,italian,outwards,15,59
it_23_P07,italian,inwards,28,60
it_23_P07,italian,outwards,30,61
it_23_P07,italian,inwards,3,62
it_23_P07,italian,outwards,5,63
it_23_P07,italian,inwards,6,64
it_23_P07,italian,outwards,8,65
it_23_P07,italian,inwards,17,66
it_23_P07,italian,outwards,16,67
it_23_P07,italian,inwards,21,68
it_23_P07,italian,outwards,25,69
it_23_P07,italian,inwards,28,70
it_23_P07,italian,outwards,30,71
it_23_P07,italian,inwards,12,72
it_23_P07,italian,outwards,16,73
it_23_P07,italian,inwards,18,74
it_23_P07,italian,outwards,21,75
it_23_P07,italian,inwards,23,76
it_23_P07,italian,outwards,27,77
it_23_P07,italian,inwards,29,78
it_23_P07,italian,outwards,30,79
it_23_P07,italian,inwards,4,80
it_23_P08,italian,outwards,8,1
it_23_P08,italian,inwards,7,2
it_23_P08,italian,outwards,15,3
it_23_P08,italian,inwards,20,4
it_23_P08,italian,outwards,29,5
it_23_P08,italian,inwards,6,6
it_23_P08,italian,outwards,3,7
it_23_P08,italian,inwards,12,8
it_23_P08,italian,outwards,21,9
it_23_P08,italian,inwards,28,10
it_23_P08,italian,outwards,25,11
it_23_P08,italian,inwards,12,12
it_23_P08,italian,outwards,6,13
it_23_P08,italian,inwards,1,14
it_23_P08,italian,outwards,9,15
it_23_P08,italian,inwards,13,16
it_23_P08,italian,outwards,15,17
it_23_P08,italian,inwards,20,18
it_23_P08,italian,outwards,22,19
it_23_P08,italian,inwards,28,20
it_23_P08,italian,outwards,3,21
it_23_P08,italian,inwards,6,22
it_23_P08,italian,outwards,8,23
it_23_P08,italian,inwards,11,24
it_23_P08,italian,outwards,13,25
it_23_P08,italian,inwards,21,26
it_23_P08,italian,outwards,19,27
it_23_P08,italian,inwards,30,28
it_23_P08,italian,outwards,1,29
it_23_P08,italian,inwards,28,30
it_23_P08,italian,outwards,16,31
it_23_P08,italian,inwards,6,32
it_23_P08,italian,outwards,11,33
it_23_P08,italian,inwards,9,34
it_23_P08,italian,outwards,19,35
it_23_P08,italian,inwards,21,36
it_23_P08,italian,outwards,27,37
it_23_P08,italian,inwards,22,38
it_23_P08,italian,outwards,2,39
it_23_P08,italian,inwards,7,40
it_23_P08,italian,outwards,6,41
it_23_P08,italian,inwards,9,42
it_23_P08,italian,outwards,15,43
it_23_P08,italian,inwards,12,44
it_23_P08,italian,outwards,19,45
it_23_P08,italian,inwards,28,46
it_23_P08,italian,outwards,21,47
it_23_P08,italian,inwards,1,48
it_23_P08,italian,outwards,5,49
it_23_P08,italian,inwards,6,50
it_23_P08,italian,outwards,8,51
it_23_P08,italian,inwards,19,52
it_23_P08,italian,outwards,26,53
it_23_P08,italian,inwards,30,54
it_23_P08,italian,outwards,20,55
it_23_P08,italian,inwards,2,56
it_23_P08,italian,outwards,9,57
it_23_P08,italian,inwards,11,58
it_23_P08,italian,outwards,4,59
it_23_P08,italian,inwards,24,60
it_23_P08,italian,outwards,7,61
it_23_P08,italian,inwards,1,62
it_23_P08,italian,outwards,28,63
it_23_P08,italian,inwards,13,64
it_23_P08,italian,outwards,23,65
it_23_P08,italian,inwards,14,66
it_23_P08,italian,outwards,6,67
it_23_P08,italian,inwards,7,68
it_23_P08,italian,outwards,9,69
it_23_P08,italian,inwards,13,70
it_23_P08,italian,outwards,24,71
it_23_P08,italian,inwards,15,72
it_23_P08,italian,outwards,18,73
it_23_P08,italian,inwards,5,74
it_23_P08,italian,outwards,7,75
it_23_P08,italian,inwards,13,76
it_23_P08,italian,outwards,16,77
it_23_P08,italian,inwards,19,78
it_23_P08,italian,outwards,26,79
it_23_P08,italian,inwards,21,80
it_23_P09,italian,outwards,11,1
it_23_P09,italian,inwards,15,2
it_23_P09,italian,outwards,20,3
it_23_P09,italian,inwards,8,4
it_23_P09,italian,outwards,2,5
it_23_P09,italian,inwards,30,6
it_23_P09,italian,outwards,13,7
it_23_P09,italian,inwards,7,8
it_23_P09,italian,outwards,4,9
it_23_P09,italian,inwards,22,10
it_23_P09,italian,outwards,18,11
it_23_P09,italian,inwards,9,12
it_23_P09,italian,outwards,7,13
it_23_P09,italian,inwards,23,14
it_23_P09,italian,outwards,30,15
it_23_P09,italian,inwards,7,16
it_23_P09,italian,outwards,15,17
it_23_P09,italian,inwards,19,18
it_23_P09,italian,outwards,26,19
it_23_P09,italian,inwards,20,20
it_23_P09,italian,outwards,1,21
it_23_P09,italian,inwards,9,22
it_23_P09,italian,outwards,10,23
it_23_P09,italian,inwards,4,24
it_23_P09,italian,outwards,16,25
it_23_P09,italian,inwards,11,26
it_23_P09,italian,outwards,23,27
it_23_P09,italian,inwards,7,28
it_23_P09,italian,outwards,10,29
it_23_P09,italian,inwards,15,30
it_23_P09,italian,outwards,18,31
it_23_P09,italian,inwards,20,32
it_23_P09,italian,outwards,27,33
it_23_P09,italian,inwards,16,34
it_23_P09,italian,outwards,3,35
it_23_P09,italian,inwards,14,36
it_23_P09,italian,outwards,21,37
it_23_P09,italian,inwards,10,38
it_23_P09,italian,outwards,5,39
it_23_P09,italian,inwards,8,40
it_23_P09,italian,outwards,18,41
it_23_P09,italian,inwards,11,42
it_23_P09,italian,outwards,24,43
it_23_P09,italian,inwards,16,44
it_23_P09,italian,outwards,1,45
it_23_P09,italian,inwards,29,46
it_23_P09,italian,outwards,20,47
it_23_P09,italian,inwards,13,48
it_23_P09,italian,outwards,11,49
it_23_P09,italian,inwards,19,50
it_23_P09,italian,outwards,4,51
it_23_P09,italian,inwards,6,52
it_23_P09,italian,outwards,13,53
it_23_P09,italian,inwards,19,54
it_23_P09,italian,outwards,29,55
it_23_P09,italian,inwards,21,56
it_23_P09,italian,outwards,1,57
it_23_P09,italian,inwards,6,58
it_23_P09,italian,outwards,11,59
it_23_P09,italian,inwards,19,60
it_23_P09,italian,outwards,23,61
it_23_P09,italian,inwards,30,62
it_23_P09,italian,outwards,7,63
it_23_P09,italian,inwards,2,64
it_23_P09,italian,outwards,12,65
it_23_P09,italian,inwards,19,66
it_23_P09,italian,outwards,16,67
it_23_P09,italian,inwards,4,68
it_23_P09,italian,outwards,27,69
it_23_P09,italian,inwards,12,70
it_23_P09,italian,outwards,1,71
it_23_P09,italian,inwards,6,72
it_23_P09,italian,outwards,20,73
it_23_P09,italian,inwards,30,74
it_23_P09,italian,outwards,7,75
it_23_P09,italian,inwards,13,76
it_23_P09,italian,outwards,17,77
it_23_P09,italian,inwards,21,78
it_23_P09,italian,outwards,24,79
it_23_P09,italian,inwards,13,80
it_23_P10,italian,outwards,2,1
it_23_P10,italian,inwards,6,2
it_23_P10,italian,outwards,10,3
it_23_P10,italian,inwards,18,4
it_23_P10,italian,outwards,20,5
it_23_P10,italian,inwards,4,6
it_23_P10,italian,outwards,7,7
it_23_P10,italian,inwards,19,8
it_23_P10,italian,outwards,22,9
it_23_P10,italian,inwards,27,10
it_23_P10,italian,outwards,30,11
it_23_P10,italian,inwards,1,12
it_23_P10,italian,outwards,2,13
it_23_P10,italian,inwards,4,14
it_23_P10,italian,outwards,8,15
it_23_P10,italian,inwards,9,16
it_23_P10,italian,outwards,12,17
it_23_P10,italian,inwards,15,18
it_23_P10,italian,outwards,17,19
it_23_P10,italian,inwards,20,20
it_23_P10,italian,outwards,26,21
it_23_P10,italian,inwards,21,22
it_23_P10,italian,outwards,30,23
it_23_P10,italian,inwards,16,24
it_23_P10,italian,outwards,14,25
it_23_P10,italian,inwards,12,26
it_23_P10,italian,outwards,16,27
it_23_P10,italian,inwards,2,28
it_23_P10,italian,outwards,1,29
it_23_P10,italian,inwards,3,30
